:LABEL,valid_until,country_codes,countries,node_id:ID,sourceID,name,jurisdiction_description,service_provider,jurisdiction,closed_date,incorporation_date,ibcRUC,type,status,company_type,note
Intermediary,Appleby data is current through 2014,,,80111125,Paradise Papers - Appleby,PCS Ltd,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80113604,Paradise Papers - Appleby,Portcullis TrustNet (Seychelles) Ltd,,,,,,,,,,
Intermediary,Appleby data is current through 2014,HKG,Hong Kong,80114464,Paradise Papers - Appleby,Tricor Progressive Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80114980,Paradise Papers - Appleby,Qiu - Jennifer,,,,,,,,,,
Intermediary,Appleby data is current through 2014,USA,United States,80115153,Paradise Papers - Appleby,"Quicksilver Stock Transfer, LLC",,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80119609,Paradise Papers - Appleby,Russell - Alistair,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80120098,Paradise Papers - Appleby,Sabre Fiduciary Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80120214,Paradise Papers - Appleby,Saffery Champness Management International Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,HKG,Hong Kong,80122682,Paradise Papers - Appleby,Tricor Secretaries Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,IMN,Isle of Man,80126170,Paradise Papers - Appleby,SMP Partners Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,IMN,Isle of Man,80127490,Paradise Papers - Appleby,Standard Bank Trust Company (Isle of Man) Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,HKG,Hong Kong,80127519,Paradise Papers - Appleby,Tricor Standard Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80128631,Paradise Papers - Appleby,STP Investment Services Inc.,,,,,,,,,,
Intermediary,Appleby data is current through 2014,CYM,Cayman Islands,80128883,Paradise Papers - Appleby,Stuarts Corporate Services Ltd.,,,,,,,,,,
Intermediary,Appleby data is current through 2014,HKG,Hong Kong,80131544,Paradise Papers - Appleby,Tricor Tengis Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80132394,Paradise Papers - Appleby,The London & Amsterdam Trust Co Ltd,,,,,,,,,,
Intermediary,Appleby data is current through 2014,CYM,Cayman Islands,80134417,Paradise Papers - Appleby,Citco (Cayman) International Trust Co.Ltd.,,,,,,,,,,
Intermediary,Appleby data is current through 2014,CYM,Cayman Islands,80136038,Paradise Papers - Appleby,Ansbacher (Cayman) Limited (in voluntary liquidation),,,,,,,,,,
Intermediary,Appleby data is current through 2014,CYM,Cayman Islands,80136864,Paradise Papers - Appleby,"Transcontinental Fund Administration, Ltd.",,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80137094,Paradise Papers - Appleby,Tricor Investor Services Limited - Branch Registrar,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80137098,Paradise Papers - Appleby,Tricor Secretaries Limited - Branch Registrar,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80137112,Paradise Papers - Appleby,Trident Trust Company (BVI) Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80137124,Paradise Papers - Appleby,Trident Corporate Services (Bahamas) Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80137136,Paradise Papers - Appleby,Trident Trust Company (B.V.I.) Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,CYM,Cayman Islands,80137139,Paradise Papers - Appleby,Trident Trust Company (Cayman) Ltd.,,,,,,,,,,
Intermediary,Appleby data is current through 2014,BMU,Bermuda,80137252,Paradise Papers - Appleby,Tromino Financial Services Ltd.,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80138629,Paradise Papers - Appleby,Union Registrars Limited - Branch Registrar,,,,,,,,,,
Intermediary,Appleby data is current through 2014,MUS,Mauritius,80138969,Paradise Papers - Appleby,VA Global Business Ltd,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80140119,Paradise Papers - Appleby,Maples Corporate Services (BVI) Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80140150,Paradise Papers - Appleby,Offshore Incorporations Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,,,80140385,Paradise Papers - Appleby,Viener - John D.,,,,,,,,,,
Intermediary,Appleby data is current through 2014,IMN,Isle of Man,80143359,Paradise Papers - Appleby,Westwinds Offshore Services Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,BMU,Bermuda,80144613,Paradise Papers - Appleby,Winchester Fiduciary Services Limited,,,,,,,,,,
Intermediary,Appleby data is current through 2014,CHN,China,80146621,Paradise Papers - Appleby,Xu - Joy,,,,,,,,,,
Intermediary,Appleby data is current through 2014,CHN,China,80146841,Paradise Papers - Appleby,Yan - Chun Feng,,,,,,,,,,
Intermediary,Appleby data is current through 2014,CHN,China,80148939,Paradise Papers - Appleby,Zheng - Paul,,,,,,,,,,
